0.103216, 0.002779, 0.004635, 0.007146, 0.093277, 0.158759, 0.429568, 2.090509, 7.631825, 32.606134
0.032667, 0.000974, 0.001816, 0.005630, 0.023600, 0.099839, 0.457159, 1.921042, 8.058551, 33.532878
0.008940, 0.000773, 0.001639, 0.005661, 0.024214, 0.104555, 0.464551, 1.981222, 8.196006, 34.393719
0.039484, 0.000658, 0.001641, 0.006186, 0.025275, 0.107690, 0.484944, 2.045419, 8.418368, 35.444686
0.005462, 0.000665, 0.001879, 0.006753, 0.026869, 0.112456, 0.504876, 2.111697, 8.904075, 38.140209
0.044717, 0.000926, 0.002534, 0.008674, 0.032553, 0.132251, 0.578141, 2.407883, 10.351555, 44.653890
